id,RMSE_Chatgpt_score_avg,RMSE_Bing_score_avg,RMSE_score_1_score_2,RMSE_Chatgpt_Bing,Pearson_Chatgpt_score_avg,Pearson_Bing_score_avg,Pearson_score_1_score_2,Pearson_Chatgpt_Bing
1.1,1.4798648586948742,1.3527749258468684,0.7745966692414834,0.8246211251235321,0.07553962222061503,0.2783709145306119,0.8506500504999895,0.5173532559532146
1.2,1.5716233645501712,1.5099668870541498,1.131370849898476,1.1532562594670797,-0.21868541464173902,-0.11641326259647705,0.65246892612767,0.44129533751612987
1.3,0.8888194417315589,0.9539392014169457,1.0583005244258363,0.8831760866327847,0.5179354751678473,0.2553615820209732,0.6166088606737058,0.41629072341503703
1.4,1.3453624047073711,2.1931712199461306,1.0,2.172556098240043,0.8377955512866605,-0.15556330888393108,0.6922186552431729,-0.08382461501146185
1.5,1.2325707968432358,1.3657908388126696,1.3301243435223524,1.7209121016305458,0.5814140038944683,-0.1572926225757002,0.21004201260420158,-0.1510042968941814
1.6,1.192927878405448,1.7320508075688772,1.3008872711759818,1.5063966175050876,0.43497113493486844,0.10375259230417361,0.8005397112038732,0.5801217054910274
1.7,1.2649110640673518,0.47958315233127197,0.34641016151377546,1.4594519519326423,0.7926327559458008,0.9051101546448739,0.9559688886274258,0.7231782483220537
2.1,1.2909944487358056,0.9525793444156804,1.186342028003479,1.1466537466972386,0.4241113657807912,0.6300744112076396,0.6433217753219446,0.6790723681817566
2.2,1.5957118462605635,2.211083193570267,1.5986105077709065,1.53055303488399,-0.26520895772462216,-0.2150998676235579,0.42526452863066044,-0.08649951100224687
2.3,1.3158576980363346,1.4844876906541542,1.46565621758588,1.0844011831079519,-0.2153019284753619,0.019020896422713346,0.16823495138749128,0.2879107644094213
2.4,1.2583057392117916,1.6942167424418784,0.7200822998230956,1.1666666666666667,0.5183202612694556,0.5049488528825059,0.886482964735442,0.6404907975972538
2.5,1.3642254619787417,1.80534186769688,0.8606629658238704,1.7559422921421233,0.8214186385889078,0.6470802377189806,0.9331476933964712,0.5020000743916387
2.6,1.0628403594282771,1.2838022231434825,0.816496580927726,1.1547005383792515,0.6056174626609468,0.4423255875071871,0.6144342497752621,0.3178819766028754
2.7,1.0046189622236181,1.2546210878484683,1.3052600138300812,0.7264831572567789,0.5212979764682157,0.34319274326616456,0.5435002719398869,0.7094982779479185
3.1,1.2642050014591328,1.433028760552777,1.5811388300841898,0.674801558131828,0.21100547617223592,0.11491325271646169,0.4068942293855798,0.6768003513761927
3.2,1.0350983390135313,1.0690449676496976,1.6146649364939023,0.9354143466934853,0.478041547833808,0.5349660385014662,,0.5239414087670923
3.3,0.8864052604279183,0.8762745818846641,1.2392393980641052,0.5175491695067657,0.804435164997714,0.7714207175775762,0.7099241355238737,0.89435270341171
3.4,1.1572751247156894,1.1140338543201587,0.6267831705280087,0.8398554297360605,-0.05417821525204308,0.017895908223227744,0.7760451215757815,0.6661840825783081
3.5,0.8762745818846641,1.206381839575324,1.4516001023501126,1.1839703181607697,0.8274096299603048,0.6238409579921111,0.5718435169240975,0.6272005348526931
3.6,1.6529194950580193,2.4748737341529163,1.2817398889233114,1.0690449676496976,0.5778969926912665,0.33231526444741033,,0.745506512323493
3.7,1.013304354222222,1.3127125678206504,1.14953406710222,0.9354143466934853,0.7767412852917702,0.5774326354761188,0.7556618446502079,0.7760200950144711
4.1,1.4304881321759704,1.8807012088678619,1.0540925533894598,0.9378857231185629,0.2630254201136635,0.13577794655073858,0.6419134795575092,0.4886812033726359
4.2,1.1385500851066221,1.4624940645653537,1.8358568490953673,0.9477067838462212,0.38357978846240526,0.21744021629030436,0.6683503767632556,0.6449466886398626
4.3,0.5095246653650681,0.8492077756084468,0.7595545253127499,0.6354889093022426,0.86432782624407,0.6866269548328026,0.7835742979254596,0.7985841921823722
4.4,1.0844011831079519,1.2801909579781015,2.116950987028628,1.239772978023411,0.8234626674504781,0.6045324845335359,0.3908115018859567,0.6285773650381833
4.5,1.0363754503432017,1.3676148472323524,1.9051586888313607,0.9128709291752769,0.677611553393677,0.3864537948807635,0.6310656826136203,0.674714119882991
5.1,1.0488088481701516,1.6703293088490065,1.1832159566199232,1.1357816691600546,0.15956453405858614,0.25182484341651834,0.41412706208617883,0.34119767609920515
5.2,0.8426149773176358,1.5231546211727816,0.8944271909999159,0.9643650760992956,0.6543771538336738,0.30202022484631097,-0.06000028402568538,0.24999999999999992
5.3,1.5033296378372907,1.2369316876852983,1.3564659966250536,1.8083141320025125,0.6952037988027294,0.3102661501705466,0.40795951687513715,0.49609999953965217
5.4,1.2922847983320085,1.4247806848775006,1.1135528725660044,1.131370849898476,0.9066650217808113,0.7298151603471821,0.8344274498997846,0.8143127640984867
6.1,0.7590039239172214,0.9612039551927889,0.8597269536210951,0.8075728530872482,0.22479944726668538,0.4446560598616432,-0.1115623910524057,0.4814164823696677
6.2,0.5989120571285178,0.8660254037844386,0.8597269536210951,0.9780192938436515,0.6742693640213324,0.556715685997303,0.24166940622831368,0.2787688775439021
6.3,0.5710402407201608,1.03209369308428,0.7801894976054939,1.0215078369104984,0.7667434456227489,0.6906180652748872,0.7072043591867286,0.7523085275564056
6.4,1.0161735558713254,1.2683436648534627,1.6939791077198396,0.949828359780586,0.5599156478598762,0.4264051540815316,0.17150735812177859,0.4708743986510977
6.5,0.949828359780586,1.5144234087168507,1.3021720984236467,1.3021720984236467,0.5676641271794315,0.7137105955725427,0.10329695277642192,0.46573370800654923
6.6,0.7871246517492031,1.0054200938997546,0.8597269536210951,0.9088932591463857,0.8239107841717439,0.6550902708488434,0.8972728501292496,0.8051488165662768
6.7,0.5,0.7445453821540743,0.8075728530872482,0.6255432421712243,0.6480813482598181,-0.028462722678592803,0.31052950170405946,0.44804060855224964
7.1,0.6426845869171515,1.1131623577819225,1.2510864843424485,1.132523154576618,0.09860132971832691,0.6031931268757454,0.4206670706315452,0.4110162595175262
7.2,0.6167939547439613,0.6510860492118233,0.5516772843673705,0.659380473395787,0.31122379907432074,0.3076455462797765,0.5747608740239941,0.12406456138646274
8.1,1.9658543520142415,1.5811388300841898,1.4719601443879744,1.015504800579495,0.1642742461377065,0.12499999999999999,0.9789871508779664,0.4580724171147586
11.7,0.9997106062737837,1.2763427932675162,2.14249335536374,0.8660254037844386,0.33869451963398706,0.1382662460173073,0.04174261084014528,0.4986460181473808
